FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,Profit,OccupancyPct,RouteType,YearMonth
1226,DEL-MAA,DEL,MAA,18-04-2023,283,Airbus A320,120,77,303461.18,185465.98,117995.2,64.16666667,Domestic,2023-04
1227,DEL-MAA,DEL,MAA,12-07-2023,497,Airbus A320,120,60,249209.15,163924.73,85284.42,50,Domestic,2023-07
1228,DEL-BLR,DEL,BLR,02-03-2023,587,Boeing 777,350,237,632179.25,621767.42,10411.83,67.71428571,Domestic,2023-03
1229,HYD-BOM,HYD,BOM,18-01-2023,181,Airbus A320,250,177,643991.74,723030.92,-79039.18,70.8,Domestic,2023-01
1230,BLR-SIN,BLR,SIN,21-12-2023,874,Boeing 737,250,227,6754308.74,4830206.27,1924102.47,90.8,International,2023-12
1231,DEL-FRA,DEL,FRA,08-07-2023,71,Boeing 737,120,59,1612958.32,1534367.45,78590.87,49.16666667,International,2023-07
1232,HYD-DXB,HYD,DXB,26-04-2023,83,ATR 72,350,340,9245441.67,8933274.06,312167.61,97.14285714,International,2023-04
1233,BLR-HYD,BLR,HYD,31-10-2023,245,Airbus A380,250,244,894242.08,651918.58,242323.5,97.6,Domestic,2023-10
1234,DEL-MAA,DEL,MAA,20-02-2023,393,Boeing 737,350,191,737864,414567.29,323296.71,54.57142857,Domestic,2023-02
1235,MAA-CMB,MAA,CMB,02-10-2023,862,ATR 72,250,120,3906859.09,3412208.03,494651.06,48,International,2023-10
1236,BLR-HYD,BLR,HYD,17-04-2023,734,Boeing 737,150,136,496588.85,274710.17,221878.68,90.66666667,Domestic,2023-04
1237,DEL-FRA,DEL,FRA,10-06-2023,185,Boeing 737,150,113,3366225.65,2028799.15,1337426.5,75.33333333,International,2023-06
1238,MAA-BLR,MAA,BLR,18-01-2023,146,Boeing 737,350,212,877530.98,572994.31,304536.67,60.57142857,Domestic,2023-01
1239,BOM-DEL,BOM,DEL,08-05-2023,367,Boeing 737,350,325,951637.14,828363.43,123273.71,92.85714286,Domestic,2023-05
1240,DEL-MAA,DEL,MAA,23-10-2023,562,Boeing 777,350,326,1367320.57,1249325.29,117995.28,93.14285714,Domestic,2023-10
1241,HYD-DXB,HYD,DXB,18-04-2023,764,Boeing 737,120,69,1574656.23,1149224.33,425431.9,57.5,International,2023-04
1242,CCU-DEL,CCU,DEL,10-03-2023,676,ATR 72,150,114,330521.6,326377.73,4143.87,76,Domestic,2023-03
1243,BOM-BKK,BOM,BKK,08-02-2023,623,Boeing 777,180,117,3925923.18,3101619.17,824304.01,65,International,2023-02
1244,BOM-CCU,BOM,CCU,11-05-2023,752,Airbus A380,150,110,277970.49,275080.97,2889.52,73.33333333,Domestic,2023-05
1245,CCU-DEL,CCU,DEL,10-07-2023,637,ATR 72,350,187,725339.72,536618.08,188721.64,53.42857143,Domestic,2023-07
1246,BOM-BKK,BOM,BKK,14-07-2023,86,ATR 72,150,73,1596460.24,983410.06,613050.18,48.66666667,International,2023-07
1247,MAA-CMB,MAA,CMB,28-07-2023,127,Boeing 777,120,77,1925212.54,1374508.96,550703.58,64.16666667,International,2023-07
1248,HYD-BOM,HYD,BOM,21-05-2023,70,Boeing 737,250,242,677601.46,759638.48,-82037.02,96.8,Domestic,2023-05
1249,BLR-HYD,BLR,HYD,31-03-2023,599,Boeing 777,350,309,1013925.87,879455.04,134470.83,88.28571429,Domestic,2023-03
1250,BOM-NRT,BOM,NRT,25-05-2023,624,Boeing 777,350,175,3625903.62,2686061.55,939842.07,50,International,2023-05
1251,BLR-SIN,BLR,SIN,03-04-2023,413,ATR 72,350,267,8742768.21,7309978.19,1432790.02,76.28571429,International,2023-04
1252,DEL-MAA,DEL,MAA,13-05-2023,69,ATR 72,150,119,316159.94,281551.96,34607.98,79.33333333,Domestic,2023-05
1253,MAA-BLR,MAA,BLR,28-01-2023,802,Boeing 777,150,121,381493.49,314606.98,66886.51,80.66666667,Domestic,2023-01
1254,DEL-FRA,DEL,FRA,01-07-2023,877,Airbus A380,350,210,7200741.42,6209608.31,991133.11,60,International,2023-07
1255,HYD-BOM,HYD,BOM,06-06-2023,710,Boeing 737,180,119,352588.25,212993.05,139595.2,66.11111111,Domestic,2023-06
1256,BOM-CCU,BOM,CCU,09-02-2023,807,Airbus A320,120,64,160213.81,159580.27,633.54,53.33333333,Domestic,2023-02
1257,MAA-CMB,MAA,CMB,10-09-2023,887,Boeing 737,250,202,6865297.5,4337886.48,2527411.02,80.8,International,2023-09
1258,CCU-KUL,CCU,KUL,21-09-2023,761,ATR 72,120,79,2310299.63,2533317.11,-223017.48,65.83333333,International,2023-09
1259,BOM-DEL,BOM,DEL,06-08-2023,779,ATR 72,180,104,387937.65,434692.3,-46754.65,57.77777778,Domestic,2023-08
1260,HYD-DXB,HYD,DXB,17-12-2023,683,Boeing 737,350,240,5406716.42,5991243.11,-584526.69,68.57142857,International,2023-12
1261,HYD-DXB,HYD,DXB,26-04-2023,239,Boeing 737,180,161,4460548.03,5002460.73,-541912.7,89.44444444,International,2023-04
1262,BOM-BKK,BOM,BKK,11-09-2023,448,Airbus A320,180,173,4337002.56,4152410.64,184591.92,96.11111111,International,2023-09
1263,MAA-CMB,MAA,CMB,02-03-2023,357,Boeing 777,250,151,3502594.36,3477429.74,25164.62,60.4,International,2023-03
1264,BOM-NRT,BOM,NRT,21-07-2023,282,Boeing 777,350,310,6364745.44,5268953.88,1095791.56,88.57142857,International,2023-07
1265,DEL-CDG,DEL,CDG,07-09-2023,118,Boeing 777,120,93,2318329.76,1767345.42,550984.34,77.5,International,2023-09
1266,BOM-DEL,BOM,DEL,29-06-2023,799,Airbus A320,250,159,410602.87,347052.91,63549.96,63.6,Domestic,2023-06
1267,BOM-CCU,BOM,CCU,28-09-2023,586,Airbus A320,250,128,419499.76,269897.02,149602.74,51.2,Domestic,2023-09
1268,MAA-BLR,MAA,BLR,26-04-2023,541,Airbus A380,180,109,345640.6,227884.04,117756.56,60.55555556,Domestic,2023-04
1269,MAA-BLR,MAA,BLR,25-02-2023,509,Airbus A380,150,78,292091.59,161668.64,130422.95,52,Domestic,2023-02
1270,CCU-DEL,CCU,DEL,26-02-2023,254,Boeing 777,120,62,195789.82,146593.34,49196.48,51.66666667,Domestic,2023-02
1271,DEL-BLR,DEL,BLR,24-03-2023,742,Airbus A320,250,239,996455.93,619073.54,377382.39,95.6,Domestic,2023-03
1272,CCU-KUL,CCU,KUL,09-10-2023,567,Airbus A320,180,152,4819169.49,3806785.42,1012384.07,84.44444444,International,2023-10
1273,BLR-SIN,BLR,SIN,09-03-2023,172,Boeing 737,120,62,1560032.11,870793.35,689238.76,51.66666667,International,2023-03
1274,HYD-BOM,HYD,BOM,27-01-2023,754,Boeing 777,250,241,898297.81,728157.61,170140.2,96.4,Domestic,2023-01
1275,DEL-AMD,DEL,AMD,25-05-2023,557,Boeing 737,250,145,387801.38,332246.47,55554.91,58,Domestic,2023-05
1276,HYD-BOM,HYD,BOM,24-05-2023,845,Boeing 737,180,175,497916.63,519011.19,-21094.56,97.22222222,Domestic,2023-05
1277,CCU-DEL,CCU,DEL,31-08-2023,783,Boeing 737,350,270,739693.13,786236.95,-46543.82,77.14285714,Domestic,2023-08
1278,DEL-MAA,DEL,MAA,28-04-2023,183,Airbus A320,250,117,489377.99,541966.06,-52588.07,46.8,Domestic,2023-04
1279,BOM-BKK,BOM,BKK,10-01-2023,691,Airbus A320,120,108,2776171.29,2401340.16,374831.13,90,International,2023-01
1280,HYD-BOM,HYD,BOM,24-04-2023,404,Airbus A380,250,120,380247.73,220921.38,159326.35,48,Domestic,2023-04
1281,BLR-HYD,BLR,HYD,18-05-2023,432,Boeing 777,180,148,420992.44,457645.62,-36653.18,82.22222222,Domestic,2023-05
1282,BOM-GOI,BOM,GOI,21-01-2023,60,Boeing 737,180,101,328220.17,359430.36,-31210.19,56.11111111,Domestic,2023-01
1283,BLR-HYD,BLR,HYD,09-08-2023,249,Boeing 777,250,160,471654.73,286828.49,184826.24,64,Domestic,2023-08
1284,BOM-DEL,BOM,DEL,16-12-2023,625,Airbus A320,180,115,443677.3,441795.76,1881.54,63.88888889,Domestic,2023-12
1285,BOM-NRT,BOM,NRT,28-09-2023,679,Boeing 777,150,119,2754909.44,2150012.91,604896.53,79.33333333,International,2023-09
1286,BLR-HYD,BLR,HYD,08-03-2023,704,ATR 72,120,56,232007.68,250666.86,-18659.18,46.66666667,Domestic,2023-03
1287,CCU-DEL,CCU,DEL,09-04-2023,781,Airbus A380,120,58,196262.85,148323.45,47939.4,48.33333333,Domestic,2023-04
1288,CCU-KUL,CCU,KUL,14-04-2023,606,Airbus A320,120,62,1628937.68,1591410.01,37527.67,51.66666667,International,2023-04
1289,MAA-CMB,MAA,CMB,27-06-2023,434,Airbus A380,120,111,2332734.65,1869459.37,463275.28,92.5,International,2023-06
1290,HYD-DXB,HYD,DXB,12-01-2023,230,ATR 72,180,147,3224299.99,1861282.42,1363017.57,81.66666667,International,2023-01
1291,BOM-NRT,BOM,NRT,01-02-2023,873,Airbus A320,250,178,4981694.51,4274755.28,706939.23,71.2,International,2023-02
1292,BOM-CCU,BOM,CCU,26-03-2023,508,ATR 72,250,187,580157.11,530455.65,49701.46,74.8,Domestic,2023-03
1293,CCU-DEL,CCU,DEL,05-04-2023,63,Airbus A320,350,197,719857.53,775641.46,-55783.93,56.28571429,Domestic,2023-04
1294,HYD-DXB,HYD,DXB,22-08-2023,575,ATR 72,180,109,2540249.9,2476623.81,63626.09,60.55555556,International,2023-08
1295,MAA-CMB,MAA,CMB,02-03-2023,235,Airbus A320,120,87,2120855.5,1980389.56,140465.94,72.5,International,2023-03
1296,MAA-BLR,MAA,BLR,10-03-2023,336,Boeing 737,150,146,405580.74,251342.81,154237.93,97.33333333,Domestic,2023-03
1297,DEL-LHR,DEL,LHR,20-11-2023,679,Boeing 777,180,88,2691209.47,2367093.77,324115.7,48.88888889,International,2023-11
1298,DEL-MAA,DEL,MAA,29-07-2023,686,Boeing 777,180,174,613649.2,341339.25,272309.95,96.66666667,Domestic,2023-07
1299,DEL-LHR,DEL,LHR,23-04-2023,808,Boeing 777,150,87,1760408.23,1662512.91,97895.32,58,International,2023-04
1300,BOM-NRT,BOM,NRT,24-02-2023,799,Airbus A380,180,164,4840391.63,4262093.98,578297.65,91.11111111,International,2023-02
1301,DEL-FRA,DEL,FRA,23-04-2023,392,Boeing 777,150,113,3629107.37,3635417,-6309.63,75.33333333,International,2023-04
1302,DEL-MAA,DEL,MAA,17-08-2023,297,Airbus A380,180,95,309910.18,262672.65,47237.53,52.77777778,Domestic,2023-08
1303,DEL-FRA,DEL,FRA,05-04-2023,895,Airbus A320,150,112,3824836.5,2517675.62,1307160.88,74.66666667,International,2023-04
1304,DEL-AMD,DEL,AMD,11-01-2023,377,Airbus A320,150,132,480118.36,318178.67,161939.69,88,Domestic,2023-01
1305,DEL-MAA,DEL,MAA,06-02-2023,496,Airbus A320,250,232,962032.97,586975.06,375057.91,92.8,Domestic,2023-02
1306,HYD-DXB,HYD,DXB,12-03-2023,804,Boeing 737,350,175,4507975.19,2777008.78,1730966.41,50,International,2023-03
1307,BOM-DEL,BOM,DEL,26-11-2023,104,Airbus A320,150,128,368868.05,410608.8,-41740.75,85.33333333,Domestic,2023-11
1308,DEL-CDG,DEL,CDG,07-01-2023,871,Boeing 737,120,88,2840097.08,3015138.31,-175041.23,73.33333333,International,2023-01
1309,BOM-CCU,BOM,CCU,14-04-2023,202,Airbus A380,350,323,1249311.31,917532.95,331778.36,92.28571429,Domestic,2023-04
1310,CCU-KUL,CCU,KUL,21-03-2023,309,Boeing 737,350,285,8382502.02,5229384.56,3153117.46,81.42857143,International,2023-03
1311,DEL-BLR,DEL,BLR,22-02-2023,617,Boeing 777,120,86,335887.63,213322.58,122565.05,71.66666667,Domestic,2023-02
1312,HYD-BOM,HYD,BOM,13-01-2023,292,Airbus A380,250,132,472514.63,323923.25,148591.38,52.8,Domestic,2023-01
1313,BLR-SIN,BLR,SIN,18-12-2023,792,Boeing 737,250,134,2901372.66,1772859.84,1128512.82,53.6,International,2023-12
1314,DEL-AMD,DEL,AMD,02-07-2023,138,ATR 72,180,92,373701.73,411790.97,-38089.24,51.11111111,Domestic,2023-07
1315,DEL-BLR,DEL,BLR,06-11-2023,214,Airbus A320,250,182,633232.72,606421.64,26811.08,72.8,Domestic,2023-11
1316,DEL-MAA,DEL,MAA,08-12-2023,763,Boeing 777,350,309,935372.12,572778.43,362593.69,88.28571429,Domestic,2023-12
1317,CCU-KUL,CCU,KUL,05-12-2023,437,Boeing 777,120,104,3424273.8,3892815.99,-468542.19,86.66666667,International,2023-12
1318,DEL-MAA,DEL,MAA,13-06-2023,211,Airbus A380,250,208,793308.46,664046.15,129262.31,83.2,Domestic,2023-06
1319,BOM-CCU,BOM,CCU,27-02-2023,651,Airbus A380,180,94,280260.64,175589.3,104671.34,52.22222222,Domestic,2023-02
1320,BLR-SIN,BLR,SIN,30-06-2023,386,Airbus A380,250,176,6088321,5546739.7,541581.3,70.4,International,2023-06
1321,BOM-DXB,BOM,DXB,12-03-2023,881,Airbus A320,250,167,4585241.25,3990363,594878.25,66.8,International,2023-03
1322,MAA-CMB,MAA,CMB,02-10-2023,295,Airbus A380,120,90,2369485.03,2124778.51,244706.52,75,International,2023-10
1323,HYD-BOM,HYD,BOM,26-12-2023,149,Airbus A320,180,81,339311.39,190113.73,149197.66,45,Domestic,2023-12
1324,MAA-CMB,MAA,CMB,31-08-2023,196,Boeing 737,120,111,2820829.46,2988943.77,-168114.31,92.5,International,2023-08
1325,DEL-MAA,DEL,MAA,31-05-2023,531,Airbus A320,350,337,1362597.84,947684.68,414913.16,96.28571429,Domestic,2023-05
1326,HYD-BOM,HYD,BOM,29-01-2023,824,Airbus A320,120,115,421720.31,327455.9,94264.41,95.83333333,Domestic,2023-01
1327,BOM-DEL,BOM,DEL,23-12-2023,494,Boeing 777,120,98,352108.63,209244.84,142863.79,81.66666667,Domestic,2023-12
1328,DEL-CDG,DEL,CDG,22-03-2023,90,Airbus A320,180,94,2225514.58,1240694.6,984819.98,52.22222222,International,2023-03
1329,BOM-BKK,BOM,BKK,18-03-2023,843,Airbus A320,250,211,6587759.05,6384449.97,203309.08,84.4,International,2023-03
1330,DEL-AMD,DEL,AMD,29-08-2023,481,Boeing 777,250,216,788712.04,569498.55,219213.49,86.4,Domestic,2023-08
1331,DEL-MAA,DEL,MAA,31-01-2023,717,Boeing 737,350,296,978555.8,544586.41,433969.39,84.57142857,Domestic,2023-01
1332,BOM-BKK,BOM,BKK,15-12-2023,525,ATR 72,180,168,4624718.54,4511929.47,112789.07,93.33333333,International,2023-12
1333,BOM-BKK,BOM,BKK,22-03-2023,338,Boeing 737,350,227,7778403.69,7746363.23,32040.46,64.85714286,International,2023-03
1334,BLR-SIN,BLR,SIN,13-11-2023,117,Airbus A320,250,136,4241831.3,3756466.42,485364.88,54.4,International,2023-11
1335,BOM-CCU,BOM,CCU,21-12-2023,539,Airbus A380,180,143,447472.71,348259.97,99212.74,79.44444444,Domestic,2023-12
1336,DEL-BLR,DEL,BLR,10-07-2023,722,Airbus A380,150,88,227736.97,174815.68,52921.29,58.66666667,Domestic,2023-07
1337,BOM-DXB,BOM,DXB,15-01-2023,305,Boeing 777,150,110,2307776.63,2096076.1,211700.53,73.33333333,International,2023-01
1338,DEL-AMD,DEL,AMD,07-04-2023,624,Airbus A320,120,69,176161.89,157149.38,19012.51,57.5,Domestic,2023-04
1339,DEL-BLR,DEL,BLR,16-10-2023,869,Airbus A380,120,57,146363.44,107600.97,38762.47,47.5,Domestic,2023-10
1340,DEL-LHR,DEL,LHR,25-05-2023,467,ATR 72,150,92,2379085,1816437.05,562647.95,61.33333333,International,2023-05
1341,DEL-MAA,DEL,MAA,26-12-2023,750,Boeing 737,180,119,444418.88,271362.94,173055.94,66.11111111,Domestic,2023-12
1342,DEL-MAA,DEL,MAA,13-01-2023,661,Airbus A380,250,190,747393.27,541166.26,206227.01,76,Domestic,2023-01
1343,DEL-MAA,DEL,MAA,16-12-2023,534,Boeing 737,120,114,321118.18,218163.94,102954.24,95,Domestic,2023-12
1344,DEL-MAA,DEL,MAA,24-03-2023,573,ATR 72,350,278,1132685.69,855006.86,277678.83,79.42857143,Domestic,2023-03
1345,DEL-MAA,DEL,MAA,23-06-2023,357,Boeing 777,350,316,1003496.74,1088199.85,-84703.11,90.28571429,Domestic,2023-06
1346,BLR-SIN,BLR,SIN,03-05-2023,273,ATR 72,350,171,3810909.61,3531470.04,279439.57,48.85714286,International,2023-05
1347,CCU-KUL,CCU,KUL,19-02-2023,884,Boeing 737,150,128,3154321.23,3376764.61,-222443.38,85.33333333,International,2023-02
1348,BOM-CCU,BOM,CCU,13-09-2023,156,Airbus A380,180,97,284413.19,168058.93,116354.26,53.88888889,Domestic,2023-09
1349,BOM-NRT,BOM,NRT,06-07-2023,421,Boeing 737,120,65,2052642,1446633.24,606008.76,54.16666667,International,2023-07
1350,CCU-KUL,CCU,KUL,12-05-2023,841,Airbus A380,150,142,4909679.77,4138641.06,771038.71,94.66666667,International,2023-05
1351,DEL-LHR,DEL,LHR,27-05-2023,470,Airbus A380,350,327,7172667.69,5523236.43,1649431.26,93.42857143,International,2023-05
1352,DEL-CDG,DEL,CDG,10-06-2023,442,Boeing 737,250,179,4285691.66,4608497.99,-322806.33,71.6,International,2023-06
1353,DEL-BLR,DEL,BLR,14-11-2023,719,Boeing 737,150,123,419361.21,269539.11,149822.1,82,Domestic,2023-11
1354,BLR-HYD,BLR,HYD,29-05-2023,444,Airbus A320,350,231,584744.53,457816.26,126928.27,66,Domestic,2023-05
1355,DEL-FRA,DEL,FRA,09-12-2023,155,Boeing 777,250,174,4876652.12,5076467.32,-199815.2,69.6,International,2023-12
1356,BLR-HYD,BLR,HYD,13-02-2023,244,Boeing 737,250,214,590436.23,441193.07,149243.16,85.6,Domestic,2023-02
1357,BOM-DXB,BOM,DXB,25-06-2023,678,Airbus A380,150,123,3338624.92,2393877.66,944747.26,82,International,2023-06
1358,DEL-BLR,DEL,BLR,07-10-2023,219,Airbus A380,150,118,351207.64,199764.78,151442.86,78.66666667,Domestic,2023-10
1359,DEL-CDG,DEL,CDG,14-07-2023,123,Boeing 777,250,242,5614717.62,3800578.4,1814139.22,96.8,International,2023-07
1360,BOM-DEL,BOM,DEL,17-12-2023,493,Boeing 777,180,141,359615.47,212732.48,146882.99,78.33333333,Domestic,2023-12
1361,BLR-SIN,BLR,SIN,11-02-2023,365,Airbus A380,250,182,5468129.21,3858685.64,1609443.57,72.8,International,2023-02
1362,DEL-BLR,DEL,BLR,17-02-2023,498,Boeing 777,180,96,290754.94,233028.64,57726.3,53.33333333,Domestic,2023-02
1363,CCU-KUL,CCU,KUL,02-10-2023,765,Airbus A320,250,159,4832569.93,3786235.32,1046334.61,63.6,International,2023-10
1364,BOM-DEL,BOM,DEL,15-10-2023,861,ATR 72,150,73,262970.27,241908.3,21061.97,48.66666667,Domestic,2023-10
1365,BOM-DXB,BOM,DXB,07-12-2023,811,Boeing 777,120,63,1693432.82,1081243.23,612189.59,52.5,International,2023-12
1366,BOM-DXB,BOM,DXB,28-02-2023,871,Airbus A380,180,130,2607169.94,2138753.74,468416.2,72.22222222,International,2023-02
1367,DEL-MAA,DEL,MAA,21-11-2023,520,ATR 72,120,56,209567.32,138858.08,70709.24,46.66666667,Domestic,2023-11
1368,MAA-CMB,MAA,CMB,27-03-2023,675,Airbus A380,150,95,3257137.06,3690488.41,-433351.35,63.33333333,International,2023-03
1369,BOM-NRT,BOM,NRT,08-01-2023,439,Boeing 777,120,73,1796127.14,1870542.32,-74415.18,60.83333333,International,2023-01
1370,BLR-HYD,BLR,HYD,25-12-2023,571,Airbus A380,250,166,503640.71,440927.47,62713.24,66.4,Domestic,2023-12
1371,HYD-DXB,HYD,DXB,21-06-2023,176,Airbus A320,250,169,3828429.23,3472136.79,356292.44,67.6,International,2023-06
1372,MAA-CMB,MAA,CMB,12-08-2023,450,Boeing 777,250,196,5984152.31,6658811.15,-674658.84,78.4,International,2023-08
1373,BLR-HYD,BLR,HYD,14-02-2023,885,Boeing 737,120,95,333380.52,265626.86,67753.66,79.16666667,Domestic,2023-02
1374,CCU-KUL,CCU,KUL,16-11-2023,617,Boeing 737,250,179,5743762.68,5460170.61,283592.07,71.6,International,2023-11
1375,BOM-BKK,BOM,BKK,19-04-2023,288,Airbus A380,350,228,5228816.01,4349039.2,879776.81,65.14285714,International,2023-04
1376,BLR-HYD,BLR,HYD,29-06-2023,872,Airbus A380,250,232,826093.29,843260.42,-17167.13,92.8,Domestic,2023-06
1377,BLR-SIN,BLR,SIN,04-01-2023,443,Airbus A320,350,210,6970762.56,4940175.54,2030587.02,60,International,2023-01
1378,BOM-BKK,BOM,BKK,11-12-2023,307,Boeing 737,250,116,2365669.46,2423169.6,-57500.14,46.4,International,2023-12
1379,HYD-DXB,HYD,DXB,04-11-2023,385,Boeing 777,150,143,4989618.47,3468277.15,1521341.32,95.33333333,International,2023-11
1380,BLR-SIN,BLR,SIN,09-04-2023,691,Airbus A380,120,104,2981451.64,1870331.04,1111120.6,86.66666667,International,2023-04
1381,BLR-SIN,BLR,SIN,30-03-2023,472,Boeing 777,350,186,4364404.92,4259724.31,104680.61,53.14285714,International,2023-03
1382,DEL-MAA,DEL,MAA,16-09-2023,181,ATR 72,250,224,790534.77,558226.7,232308.07,89.6,Domestic,2023-09
1383,MAA-CMB,MAA,CMB,23-03-2023,390,Airbus A320,120,59,1567117.62,1453245.33,113872.29,49.16666667,International,2023-03
1384,BOM-NRT,BOM,NRT,20-03-2023,88,ATR 72,350,328,6947560.72,5415226.94,1532333.78,93.71428571,International,2023-03
1385,DEL-MAA,DEL,MAA,21-08-2023,709,Boeing 777,150,86,345396.35,251501.56,93894.79,57.33333333,Domestic,2023-08
1386,MAA-CMB,MAA,CMB,06-05-2023,803,Airbus A380,180,143,3449799.55,3832677.4,-382877.85,79.44444444,International,2023-05
1387,BOM-DEL,BOM,DEL,23-11-2023,653,Boeing 737,120,83,288226.63,177042.05,111184.58,69.16666667,Domestic,2023-11
1388,DEL-AMD,DEL,AMD,15-05-2023,244,Boeing 737,120,85,259293.79,273033.65,-13739.86,70.83333333,Domestic,2023-05
1389,BLR-SIN,BLR,SIN,21-02-2023,562,Boeing 737,250,122,4195367.43,2499547.94,1695819.49,48.8,International,2023-02
1390,BOM-BKK,BOM,BKK,12-07-2023,381,Airbus A380,150,81,1632320.45,1072771.19,559549.26,54,International,2023-07
1391,BOM-NRT,BOM,NRT,20-11-2023,681,Boeing 737,120,116,4049106.87,3402653.17,646453.7,96.66666667,International,2023-11
1392,DEL-CDG,DEL,CDG,04-11-2023,619,Boeing 737,150,108,2572291.66,1602424.95,969866.71,72,International,2023-11
1393,DEL-CDG,DEL,CDG,16-01-2023,608,Boeing 737,350,252,5615867.94,6009678.18,-393810.24,72,International,2023-01
1394,BLR-HYD,BLR,HYD,22-04-2023,90,Boeing 777,150,84,311634.88,347132.85,-35497.97,56,Domestic,2023-04
1395,MAA-BLR,MAA,BLR,21-05-2023,553,Airbus A320,120,76,257844.81,187348.11,70496.7,63.33333333,Domestic,2023-05
1396,CCU-KUL,CCU,KUL,12-08-2023,584,Airbus A380,150,87,1998228.76,2113369.63,-115140.87,58,International,2023-08
1397,MAA-BLR,MAA,BLR,21-07-2023,165,ATR 72,350,215,823316.52,923972.93,-100656.41,61.42857143,Domestic,2023-07
1398,CCU-KUL,CCU,KUL,10-08-2023,516,Airbus A380,350,296,9542561.37,8814908.41,727652.96,84.57142857,International,2023-08
1399,DEL-CDG,DEL,CDG,16-07-2023,499,Airbus A320,350,222,7429989.28,7739114.09,-309124.81,63.42857143,International,2023-07
1400,DEL-FRA,DEL,FRA,27-03-2023,94,ATR 72,180,136,3318686.03,3471384.92,-152698.89,75.55555556,International,2023-03
1401,HYD-DXB,HYD,DXB,30-06-2023,467,Boeing 737,120,65,1614614.13,1654233.25,-39619.12,54.16666667,International,2023-06
1402,DEL-LHR,DEL,LHR,06-05-2023,134,Airbus A320,180,116,3676355.32,2291774.33,1384580.99,64.44444444,International,2023-05
1403,BOM-DXB,BOM,DXB,19-12-2023,71,Boeing 777,150,104,3320573.5,3616922.68,-296349.18,69.33333333,International,2023-12
1404,MAA-CMB,MAA,CMB,03-02-2023,454,Boeing 777,350,196,4559342.45,4042200.04,517142.41,56,International,2023-02
1405,DEL-CDG,DEL,CDG,10-12-2023,136,ATR 72,250,202,5358672.87,5562499.02,-203826.15,80.8,International,2023-12
1406,CCU-DEL,CCU,DEL,11-04-2023,110,Airbus A380,250,118,341485.84,212252.37,129233.47,47.2,Domestic,2023-04
1407,DEL-FRA,DEL,FRA,29-03-2023,675,Boeing 777,350,228,6531335.26,4709237.38,1822097.88,65.14285714,International,2023-03
1408,BOM-NRT,BOM,NRT,03-01-2023,532,Boeing 777,150,134,3489649.69,3794986.06,-305336.37,89.33333333,International,2023-01
1409,HYD-DXB,HYD,DXB,21-01-2023,405,Boeing 737,120,83,2693163.52,2151965.1,541198.42,69.16666667,International,2023-01
1410,DEL-AMD,DEL,AMD,21-05-2023,384,Boeing 777,250,123,466699.41,394963.59,71735.82,49.2,Domestic,2023-05
1411,DEL-BLR,DEL,BLR,21-07-2023,365,Airbus A380,250,224,927555.9,577726.12,349829.78,89.6,Domestic,2023-07
1412,DEL-LHR,DEL,LHR,13-11-2023,165,Boeing 737,150,71,1431071.77,877363.51,553708.26,47.33333333,International,2023-11
1413,BOM-DXB,BOM,DXB,19-12-2023,801,Airbus A380,150,81,1852259.03,2021492.33,-169233.3,54,International,2023-12
1414,DEL-LHR,DEL,LHR,03-10-2023,65,Boeing 737,180,165,3406613.55,1971754.85,1434858.7,91.66666667,International,2023-10
1415,DEL-AMD,DEL,AMD,08-02-2023,330,Boeing 777,350,304,937293.3,908423.63,28869.67,86.85714286,Domestic,2023-02
1416,DEL-MAA,DEL,MAA,26-10-2023,531,Boeing 737,150,92,245309.05,220895.45,24413.6,61.33333333,Domestic,2023-10
1417,BOM-BKK,BOM,BKK,23-11-2023,517,Boeing 737,350,255,7310409.06,6921213.01,389196.05,72.85714286,International,2023-11
1418,MAA-BLR,MAA,BLR,14-06-2023,851,Airbus A380,150,74,279658.1,273178.09,6480.01,49.33333333,Domestic,2023-06
1419,DEL-LHR,DEL,LHR,13-10-2023,308,Airbus A320,120,58,1590307,1077409.59,512897.41,48.33333333,International,2023-10
1420,CCU-DEL,CCU,DEL,28-08-2023,898,Airbus A380,150,106,319357.89,331620.35,-12262.46,70.66666667,Domestic,2023-08
1421,HYD-DXB,HYD,DXB,21-09-2023,380,Boeing 777,250,199,6510703.83,3993641.54,2517062.29,79.6,International,2023-09
1422,DEL-MAA,DEL,MAA,23-04-2023,432,Airbus A380,250,227,754601.41,768193.77,-13592.36,90.8,Domestic,2023-04
1423,CCU-DEL,CCU,DEL,05-02-2023,344,Airbus A380,150,122,501748.21,449739.68,52008.53,81.33333333,Domestic,2023-02
1424,BLR-HYD,BLR,HYD,17-03-2023,532,Boeing 737,120,69,276646.98,183200.57,93446.41,57.5,Domestic,2023-03
1425,BOM-DEL,BOM,DEL,01-09-2023,737,ATR 72,250,159,415464.96,365685.01,49779.95,63.6,Domestic,2023-09
1426,DEL-LHR,DEL,LHR,09-08-2023,277,Airbus A320,250,179,4943783.52,2876759.17,2067024.35,71.6,International,2023-08
1427,MAA-BLR,MAA,BLR,09-07-2023,160,Boeing 737,250,209,660577.75,479846.01,180731.74,83.6,Domestic,2023-07
